Sample,nm,zhang,ssdr,ours
prisoner_BboyUprockStart_cam1,0.2203466010107194,0.4868438423315481,0.228155001812496,0.2173497800153738
doggieMN5_Hide_cam1,0.2024175784967411,0.1596769663644688,0.3327533734525055,0.1642142165220578
deerA4K_hide_cam1,0.2238798165874775,0.2509723416338163,0.2467075406127902,0.0909449172190678
foxXAT_runrightRM_cam1,0.1884048406322963,0.1528277804888465,0.1669068946463514,0.1516448874525564
moose1DOG_drink_cam1,0.2299486718691914,0.6153804345477711,0.2673113451370498,0.1232396455159242
moose45D_hate_cam1,0.2091624350332262,0.1323756574831835,0.1323756574831835,0.1387165955019865
grizzRSS_Walk4_cam2,0.3328066008450804,0.776412407917658,0.1780957792562535,0.2577355695588854
foxZED_JumpupRM_cam1,0.1955421245860303,0.2786090851219186,0.429370323364916,0.1957976053948638
moose1DOG_Attack3_cam1,0.229474611972621,0.4746044378236856,0.4927682027444963,0.1409602942543534
foxYSY_Crouchbackright_cam1,0.2434030414096887,0.2267194686329323,0.1675947714960624,0.2034401707019988
lionessHTR42_action3_cam2,0.1745363642700665,0.3499840288166728,0.3186532461170687,0.3130829940987655
bunnyQ_JumpLandingRM_cam1,0.1844784811798782,0.4295437692607605,0.4184693874876178,0.1957241776130449
procySTEM_SleepLieSeat2_cam1,0.2080890373248648,0.2926305323021481,0.1713641373716584,0.2347341114319127
deerVMW_WalkhuntedRM_cam2,0.2084029522390932,0.3989675952118725,0.197338392856933,0.149222632478696
rabbit7L6_Attack2_cam1,0.2469160381926111,0.267502672810067,0.2865337836713122,0.4735672731243905
moose45D_JumpLandingRM_cam1,0.150668683783918,0.4702156148849986,0.2682653236807778,0.1540932141763113
deerA4K_Attack1_cam1,0.2066378391992306,0.1119935962689734,0.0987510841652788,0.1208241777068246
bear3EP_FlyIP_cam1,0.1703167946854331,0.1960056197180756,0.1406375450536355,0.0439087147091928
bearVGG_Sleep0_cam2,0.1977206262028994,0.2506026982198698,0.2508170648824575,0.2424243360607506
foxXAT_Attack2_cam1,0.1873813744597963,0.1720347679178305,0.1611083561782717,0.1164175065813411
procySTEM_WalkBack4_cam1,0.2558637671213885,0.4705814683402554,0.3690230735009398,0.3148385999360184
deer2MB_WalkbackRM_cam1,0.2615572457763892,0.1565699068476569,0.1475825656704534,0.0496494429354811
tigerD8H_Actions5_cam1,0.2238161169153031,0.5597691349346919,0.16329251244689,0.2185623355285421
deer2MB_RunstopRM_cam2,0.19686148481204185,0.18314553358308452,0.3121230189709927,0.0640291126449761
