Sample,nm,zhang,ssdr,ours
procySTEM_WalkTwoFeet4_cam1,0.5573070968047121,1.0322822490612915,0.9419877588929818,0.2790103625967386
prisoner_BboyUprockStart_cam1,0.2788084845065918,0.9218127598633046,0.2845394488969575,0.5377293527104554
doggieMN5_Hide_cam1,0.3000582572102218,0.2595205294461362,0.5259430938825738,0.6613311210023752
deerA4K_hide_cam1,0.3760649897941521,1.3623336381159392,1.2418994605935396,0.1367620435392682
foxXAT_runrightRM_cam1,0.8173775941057742,0.8469802762937629,0.2413406784738442,0.2546687604164531
moose1DOG_drink_cam1,0.356338627409682,1.1127244368233342,0.871845301931378,0.1479653609227141
moose45D_hate_cam1,0.278560106390921,0.2629265215632345,0.2629265215632345,0.7336723203358544
grizzRSS_Walk4_cam2,0.502179070926748,1.788943226552988,0.4037896359001799,0.4975117575447995
foxZED_JumpupRM_cam1,0.8354657095501492,0.8483376196830362,1.167831753554577,1.186819582634624
moose1DOG_Attack3_cam1,0.3646063489706258,1.1736166213792012,1.1909077484517083,0.1737255335586791
foxYSY_Crouchbackright_cam1,0.689065913186362,0.5350818696047023,0.6323805097001102,0.288889225102267
lionessHTR42_action3_cam2,0.3667434413993549,1.2133688719656472,0.6654318683258662,0.5329147026355523
bunnyQ_JumpLandingRM_cam1,1.2487908242130032,1.322181069102215,0.984867947293221,0.5470364521790497
procySTEM_SleepLieSeat2_cam1,0.3347194019943221,0.9610402813263832,0.4625667087781033,0.4268798223288768
deerVMW_WalkhuntedRM_cam2,0.3394956581583507,1.1760147982792732,0.3113727561337757,0.1810761281398151
rabbit7L6_Attack2_cam1,0.9106061936119008,1.2259234193350892,0.7523065094157741,0.8877283446383388
moose45D_JumpLandingRM_cam1,0.2528626856067495,0.8872617609114267,0.6358269394332742,0.6573422865434507
deerA4K_Attack1_cam1,0.3721047510315537,0.2295968543661515,0.2011954521874609,0.1577224686024999
bear3EP_FlyIP_cam1,0.1947214554643124,1.2418342184974267,1.1099802619555088,0.0724108034129581
bearVGG_Sleep0_cam2,0.5016048266226876,0.7593641164468076,1.3397167026479215,0.2986852487789408
foxXAT_Attack2_cam1,0.2438963259963394,1.4239013013736632,0.2382580961034599,0.2440631017505879
procySTEM_WalkBack4_cam1,0.5599876985982832,0.6699303129167995,0.8013489515107076,0.4518821623669733
deer2MB_WalkbackRM_cam1,0.415539673044084,0.94993102683877,0.3038397323864961,0.0778457178140966
tigerD8H_Actions5_cam1,0.65407646289941,1.040024718328044,0.3885263773991457,0.3232747610947583
deer2MB_RunstopRM_cam2,0.36322576567449305,1.0151189649874954,0.7781245553579238,0.12401585183045012
